SP,RHOB,NPSS,FZI_CALC,log_GR,log_CALX,log_ILD
-34.43,2384.71,0.32,2.85,3.991019011654644,5.428248536140067,2.9375733593804587
-24.77,2556.31,0.33,2.08,4.174079530240954,5.434551353871315,2.6034301519721073
-66.38,2395.59,0.26,1.06,3.9398327060674134,5.357057861570636,2.8524391037275145
-64.86,2394.97,0.26,1.22,4.0280266811844525,5.357057861570636,2.7781979610042917
-63.72,2402.66,0.26,1.07,4.04234926710372,5.357057861570636,2.733067964077498
-56.72,2425.57,0.27,0.96,4.07719840338713,5.357057861570636,2.6078614738467776
-51.02,2436.55,0.28,1.95,4.110217911378391,5.357057861570636,2.5764217586237734
-53.0,2420.78,0.25,1.06,3.966511190712216,5.357057861570636,2.6609585935683597
-61.76,2401.46,0.28,1.37,3.993234260852969,5.357057861570636,2.667228206581955
-71.13,2401.8,0.27,1.03,4.128584945376802,5.357057861570636,2.7093826463359885
-71.57,2268.86,0.26,5.02,3.8334126048462345,5.357057861570636,3.3120018028576843
-65.09,2302.03,0.26,2.36,3.4657359027997265,5.357057861570636,3.7539647007698704
-63.57,2343.44,0.25,2.47,3.4916472845842277,5.357057861570636,4.075161742805327
-63.11,2253.5,0.25,4.68,3.5234150143864045,5.357057861570636,4.2189192968037315
-62.72,2158.7,0.28,6.63,3.456316680883235,5.357057861570636,4.350535967582511
-62.47,2136.24,0.31,5.51,3.475376779836407,5.357057861570636,4.358885942232239
-61.44,2302.97,0.27,3.34,3.4660483539817717,5.357057861570636,4.08260930600368
-58.79,2241.43,0.25,1.83,3.3548043420924447,5.357057861570636,3.8255932774297583
-57.69,2214.8,0.29,6.58,3.323956301318708,5.357057861570636,3.928683446321253
-57.19,2205.29,0.3,2.65,3.2744997286161976,5.357057861570636,4.008968211484625
-55.33,2177.72,0.3,7.03,3.0819099697950434,5.357057861570636,4.425325559069029
-53.94,2159.81,0.31,8.44,3.038791763014438,5.357057861570636,4.643525139864555
-53.44,2153.88,0.32,8.6,3.170105660498771,5.357057861570636,4.674789527868148
-52.91,2202.46,0.3,13.69,3.4420193761824107,5.357057861570636,4.440884991680235
-52.55,2232.84,0.3,7.39,3.5773890780805733,5.357057861570636,4.320151230955794
-47.71,2432.82,0.3,2.75,4.040767961318708,5.357057861570636,3.596215769250517
-44.47,2449.24,0.3,1.88,4.234396317669857,5.357057861570636,3.3013770463799443
-38.69,2434.48,0.3,2.99,4.185859671057874,5.357057861570636,2.9811261211646287
-37.94,2438.59,0.29,2.32,4.173001695045377,5.357057861570636,2.8713021951758138
-38.94,2442.7,0.29,2.51,4.187683102652602,5.357057861570636,2.77757626375082
-36.97,2440.33,0.3,2.68,4.237578730308009,5.357057861570636,2.65605490598383
-36.0,2428.63,0.28,2.18,4.156693187286636,5.357057861570636,2.6546494243750947
-35.75,2420.83,0.3,2.03,4.166975253257008,5.357057861570636,2.644044871126298
-35.75,2415.1,0.3,1.79,4.203198967134183,5.357057861570636,2.658859956911438
-35.5,2404.29,0.3,1.87,4.267036570040212,5.3618084643292345,2.6844403354630764
-35.4,2384.54,0.3,1.79,4.259859000699674,5.366583307218125,2.725235025856311
-36.04,2356.37,0.3,3.92,4.098668533702155,5.366583307218125,2.7942278973432626
-36.82,2343.97,0.28,1.5,4.007514986887367,5.366583307218125,2.8425810940598164
-36.7,2329.52,0.3,2.8,3.940416079929364,5.366583307218125,2.91180703861623
-36.42,2332.05,0.3,3.18,3.9223692974822906,5.366583307218125,2.9258461460898246
-35.82,2335.53,0.29,3.37,3.9930498440705193,5.366583307218125,2.9517803860248084
-34.82,2322.47,0.3,2.25,3.9386649363745674,5.366583307218125,2.929592471049446
-35.5,2317.8,0.29,3.21,3.975748696308691,5.375880078495827,2.9079933592459843
-35.5,2316.86,0.3,3.29,4.020698022053802,5.375880078495827,2.914522218128448
-34.25,2324.63,0.3,3.86,4.038655656361512,5.375880078495827,2.8814431271518632
-33.75,2333.5,0.3,2.3,4.092175544937261,5.375880078495827,2.8616292890305104
-33.5,2345.72,0.3,1.8,4.387387240915977,5.375880078495827,2.827905162910489
-32.75,2349.43,0.3,2.58,4.481532545529913,5.375880078495827,2.829087196145044
-32.35,2341.47,0.3,3.62,4.435330406696193,5.375880078495827,2.800325477211381
-32.46,2336.7,0.29,2.97,4.22038966907276,5.375880078495827,2.7837759116303458
-31.81,2333.08,0.28,2.29,4.225811324964407,5.375880078495827,2.7434173449395014
-30.55,2330.4,0.28,2.57,4.237578730308009,5.375880078495827,2.703372611551099
-23.84,2331.52,0.32,2.09,4.382776353564427,5.375880078495827,2.4840729690394228
-25.35,2322.21,0.34,1.82,4.2903224454635405,5.375880078495827,2.4069451083182885
-25.3,2333.35,0.32,2.06,4.22361689792624,5.375880078495827,2.3702437414678603
-23.82,2337.6,0.34,3.34,4.267036570040212,5.375880078495827,2.318458442150336
-65.94,2439.1,0.31,0.45,4.079400114836278,5.2883680356943685,2.343727036325221
-70.7,2433.1,0.3,0.36,4.043577445168448,5.2758161012015234,2.3758355547336385
-73.6,2427.1,0.29,0.37,3.950859029213344,5.29209806673412,2.403334996094189
-82.08,2421.1,0.29,7.67,3.8133070324889884,5.289629738150471,2.4344901638739844
-84.26,2377.9,0.3,1.29,3.7376696182833684,5.279593157549757,2.494031557565001
-84.95,2329.9,0.32,1.17,3.7013019741124933,5.270689199430563,2.558002204858551
-85.94,2265.4,0.32,2.11,3.644143560272545,5.265587541925118,2.6490076604684267
-86.73,2283.6,0.32,4.97,3.644143560272545,5.263052817447726,2.712706012638404
-88.42,2292.6,0.32,2.34,3.70080802497921,5.25525327707701,2.800325477211381
-89.51,2281.8,0.32,1.35,3.6856241613932634,5.244758349453473,2.8419981736119486
-91.68,2298.9,0.33,0.19,3.6876286722122837,5.2574953720277815,2.9678470700644555
-92.08,2293.2,0.33,0.81,3.6951100038645723,5.258744591428213,2.991222118076105
-90.59,2280.6,0.32,0.51,3.7419461750506287,5.262431087983628,3.032064202801381
-87.82,2268.0,0.32,0.35,3.8394523125933104,5.267394133894527,3.068517943279639
-86.04,2261.7,0.31,1.73,3.917010546939185,5.267342562248606,3.0914968955383704
-83.17,2257.4,0.31,1.19,3.980615796893758,5.263363537284508,3.1095072878128356
-73.4,2338.6,0.31,1.6,4.156693187286636,5.27709373009641,3.1095072878128356
-69.41,2395.3,0.31,0.24,4.18418526622189,5.268167389597154,3.100542637906336
-68.91,2386.2,0.32,1.39,4.1705337005796475,5.269454821862936,3.086943153607375
-69.11,2376.0,0.32,0.9,4.154341536128396,5.269454821862936,3.0411835364579085
-73.2,2345.4,0.33,0.87,4.116432158686106,5.268167389597154,2.922085733385692
-77.3,2314.8,0.33,0.11,4.019082077721554,5.268167389597154,2.8213788864092133
-75.3,2294.4,0.32,2.3,4.037774210733707,5.259212646667276,2.7568403652716422
-67.62,2308.2,0.32,2.45,4.149779269110201,5.274536837882633,2.716018370751387
-60.5,2362.8,0.31,1.88,4.28524036598619,5.278318720041347,2.7067159780890733
-56.63,2417.4,0.31,1.74,4.382651439442724,5.283356001407877,2.6973262377392344
-52.57,2499.3,0.32,1.43,4.373364224095228,5.284624039416034,2.6239436918052106
-53.37,2491.1,0.33,1.77,4.299459911016919,5.279593157549757,2.550226115908643
-62.77,2455.7,0.33,1.19,4.163715140146772,5.279593157549757,2.50470927708418
-74.0,2420.3,0.34,0.88,3.9889840465642745,5.279593157549757,2.5416019934645457
-80.69,2384.9,0.33,1.68,3.82319179172153,5.2668782977126565,2.5416019934645457
-82.28,2349.5,0.33,2.77,3.82319179172153,5.2668782977126565,2.5416019934645457
-83.47,2225.0,0.33,1.82,3.9579519373165457,5.264191651818661,2.559550192783766
-85.05,2336.7,0.34,0.92,4.063885354737392,5.26543253921226,2.5687881337687024
-85.94,2364.1,0.35,0.91,4.140273494110501,5.257599533269477,2.5824869781268642
-83.96,2376.8,0.35,0.34,4.191017449482361,5.267858159063328,2.5967461315435356
-81.49,2371.6,0.34,0.27,4.221857882521061,5.265122461690396,2.596000697293587
-73.9,2363.0,0.33,0.34,4.388257184424518,5.258380396944336,2.5952547069568657
-64.06,2404.0,0.31,0.43,4.631032845513819,5.264553736395228,2.580216829592325
-52.97,2449.6,0.31,0.25,4.820442842921731,5.283356001407877,2.4832385926873033
-46.63,2480.0,0.33,0.3,4.912140047347156,5.283356001407877,2.4087452888224363
-39.21,2484.0,0.36,0.69,4.989207346682635,5.283356001407877,2.3115448343655176
-32.67,2461.2,0.4,0.39,4.821490511954176,5.289629738150471,2.179286876649552
-29.12,2447.2,0.47,0.55,4.514588807756853,5.2883680356943685,2.010894999144726
-19.8,2306.27,0.4,0.23,4.022848560517031,5.341903537210958,1.1184149159642893
-26.5,2398.41,0.32,0.39,3.97912074896064,5.288267030694535,1.472472057360943
-29.7,2410.95,0.25,0.37,3.965563772356176,5.263984687467532,1.8991179875485542
-32.1,2419.7,0.25,0.46,3.973494327516247,5.263984687467532,2.372111155642656
-34.2,2426.27,0.26,0.53,3.936910720935925,5.2652775124698366,2.667922410011431
-35.2,2430.25,0.25,1.03,3.913222286003628,5.266517053998239,2.8154087194227095
-36.8,2452.54,0.24,0.15,3.906004933102583,5.2611864682098295,3.018960399673198
-40.1,2480.6,0.23,2.84,3.9415818076696905,5.251906868725373,3.1063787936410545
-45.38,2450.55,0.22,1.74,3.8877303128591016,5.243861180751978,3.1937631240531252
-51.37,2421.89,0.22,1.18,3.762594491936217,5.239787424357633,3.2767673032839784
-56.24,2387.46,0.22,1.53,3.677059877308594,5.23968139106308,3.4151002868311466
-59.51,2358.61,0.22,1.22,3.7054907199191334,5.243649965205728,3.559055466277736
-61.4,2334.33,0.24,0.57,3.799525974201,5.241005999834923,3.702535780561422
-62.5,2263.09,0.28,2.27,3.727378753264546,5.243649965205728,3.8482308723403666
-62.3,2231.24,0.29,1.89,3.5854614949154477,5.243544340700745,3.9774361439763783
-62.3,2250.55,0.29,2.93,3.5130368634176907,5.248654321528936,4.126973081713828
-62.1,2253.93,0.29,2.46,3.537765824444175,5.248549224313916,4.21582445975981
-61.9,2249.95,0.28,1.91,3.5550623063795967,5.245760115809361,4.229749199228304
-61.1,2250.95,0.28,2.19,3.5533460588187404,5.244389024522481,4.206482062158951
-60.7,2255.52,0.29,2.19,3.5499047018233476,5.2457074162757396,4.169142772297287
-60.4,2251.94,0.29,1.28,3.5148236417370144,5.248338996741795,4.089666972670989
-59.41,2236.22,0.3,2.42,3.482470101790892,5.241747015059643,4.0007662152625345
-57.82,2232.24,0.3,3.75,3.4916472845842277,5.2351112906442445,3.9915732841861553
-56.04,2240.6,0.31,0.94,3.487986511734546,5.232444622397328,3.9774361439763783
-54.17,2240.6,0.31,0.44,3.469478889078561,5.233778845410465,3.9678360702473587
-51.99,2219.1,0.31,4.1,3.4544221428994533,5.2351112906442445,3.912023005428146
-48.11,2184.88,0.3,1.17,3.487986511734546,5.240423388129134,3.78781940196884
-46.32,2204.38,0.29,5.71,3.561897992353146,5.243068892317559,3.6399517804905126
-41.46,2292.54,0.27,7.51,3.8205653949393112,5.247024072160486,3.4210000089583352
-37.5,2448.56,0.26,0.58,4.05871738457895,5.25227342804663,3.2402458506043934
-33.4,2500.5,0.27,0.27,4.251633170740286,5.257339109819479,3.055886196373738
-30.2,2440.0,0.3,0.25,4.31748811353631,5.255775143282362,2.7930039069823738
-31.0,2449.55,0.33,0.6,4.285102653392156,5.252953824796506,2.695977619867941
-30.7,2460.9,0.33,0.61,4.301358731606427,5.251487779191239,2.6354795082673745
-29.11,2438.41,0.32,0.81,4.3254562831854875,5.25274452125328,2.5982353350950036
-28.12,2426.07,0.31,1.6,4.347305781945493,5.257911951912998,2.5847519847577165
-27.13,2406.57,0.31,1.33,4.3815265096322,5.264346846976883,2.565718292524414
-26.63,2393.63,0.31,1.4,4.3703335360828355,5.269454821862936,2.556451816951096
-25.35,2405.97,0.31,1.11,4.411099882159589,5.270637797441294,2.5384474167160302
-24.55,2400.6,0.3,0.69,4.493232532747227,5.268012786283181,2.551786178627545
-25.05,2387.07,0.31,1.1,4.462684537691336,5.26279381047899,2.570319527636131
-25.94,2352.44,0.33,1.9,4.3815265096322,5.247024072160486,2.5610957881455465
-25.64,2335.92,0.33,1.57,4.375631227585021,5.249652194566756,2.551786178627545
-22.18,2367.76,0.34,1.01,4.459219130503787,5.260096153727839,2.533696813957432
-18.4,2372.34,0.35,0.78,4.484583222998974,5.274280788719795,2.4501426573516603
-25.5,2408.32,0.3,0.18,3.956613888756021,5.27556037942542,1.7783364488959144
-48.08,2509.5,0.18,1.25,3.7483269127573564,5.278114659230517,2.5900171341906173
-53.76,2489.09,0.19,0.25,3.7157647828953184,5.279338399950234,2.731115474033206
-58.81,2440.93,0.21,0.45,3.659193143743576,5.280357041171044,2.8713021951758138
-60.3,2368.67,0.25,1.13,3.7945899085360506,5.274895196603544,3.0339909856710814
-60.3,2337.0,0.25,2.73,3.826900752011311,5.270843389547282,3.0699116717282426
-60.5,2305.0,0.24,3.56,3.7062280924485496,5.264398573344411,3.1063787936410545
-60.2,2278.5,0.24,1.57,3.6189933266497696,5.264553736395228,3.138533072185662
-59.4,2293.5,0.25,9.35,3.590990953294811,5.2711516984752675,3.134189016701007
-58.2,2318.5,0.26,0.75,3.6704608685899185,5.281578042543739,3.1018924693823817
-56.3,2318.5,0.26,0.32,3.7549012496559335,5.291896798745114,3.0740812399649675
-51.2,2318.5,0.27,1.42,3.8828001467512427,5.290789100127245,2.8864752876170416
-30.9,2424.04,0.17,0.86,4.314149212270796,5.345487171024427,2.1736147116970854
-37.2,2416.56,0.21,0.48,4.141228148120951,5.345487171024427,2.248128907197987
-54.75,2276.0,0.27,1.94,3.3282682016393976,5.346726505755724,2.3711778844596574
-58.18,2206.6,0.25,9.48,3.2180755046974316,5.344389554650419,2.468099531471619
-57.98,2229.06,0.22,9.62,3.7314599016490546,5.3431951253261225,2.5687881337687024
-58.38,2283.5,0.19,5.28,3.8526975393433314,5.339651230041014,2.7206373166076814
-51.82,2292.0,0.13,7.21,3.7300213974451113,5.33729766618892,2.7298116928837226
-43.5,2371.6,0.09,7.51,3.86094021519883,5.336142876088017,2.7206373166076814
-49.2,2518.0,0.16,2.52,3.9386649363745674,5.336191018976118,2.8075938314384716
-53.23,2417.85,0.21,1.37,3.4913427315135013,5.336239159546593,3.005187432324746
-60.7,2321.5,0.26,0.62,3.133317936506554,5.337441921232086,3.0601145324832593
-62.0,2260.0,0.26,0.98,2.994231147427724,5.338643238019602,3.0878555624297968
-61.2,2219.76,0.22,2.97,2.9564715596006885,5.332670482919699,3.078693794268338
-58.69,2223.73,0.18,2.94,2.97092715463502,5.332670482919699,3.0601145324832593
-48.8,2275.0,0.14,2.69,3.1072736482868986,5.335131339670753,2.9543893100196086
-40.41,2377.78,0.11,0.49,3.4210000089583352,5.337538079701318,2.8124102164264526
-56.1,2401.5,0.17,0.82,3.2786530289040616,5.338739281046952,2.5824869781268642
-54.3,2349.0,0.12,0.37,3.4031953843248286,5.338739281046952,2.477378383367209
20.35,2202.03,0.3,0.36,3.8910036382040705,5.315174483614459,1.1474024528375417
19.07,2481.05,0.27,0.79,3.6975913947159578,5.301312875527835,1.3270750014599193
17.39,2412.94,0.3,0.38,3.82319179172153,5.302060352826871,1.423108334242607
13.16,2302.63,0.35,0.24,4.162626069638506,5.354839466872362,1.5238800240724537
6.47,2339.35,0.33,0.28,4.168523960396352,5.307029307150058,1.6524974018945473
3.99,2363.12,0.31,0.27,4.086312390524837,5.325348705599067,1.8229350866965048
-0.3,2368.14,0.3,0.3,4.026600910135581,5.31049294247817,1.9416152247724325
-11.51,2372.32,0.29,0.51,3.9939715880753135,5.281018601969707,2.136530508663963
-22.58,2368.8,0.29,0.23,3.984529696214894,5.2749463802247964,2.286455711064162
-26.24,2363.84,0.28,0.25,3.907010463604602,5.276020631549426,2.3933394562625097
-31.93,2341.7,0.27,1.71,3.758638698528789,5.279236478735244,2.5352828571130672
-42.51,2306.61,0.27,6.05,3.585738695194423,5.283558995572491,2.6769034721053733
-34.24,2282.64,0.25,7.43,3.5672766323546874,5.28776185260852,2.770711962226921
-33.05,2415.68,0.25,0.23,3.8181517898180757,5.287862908644177,2.5915163848462583
-40.25,2434.8,0.26,0.96,3.9589065913269965,5.288267030694535,2.543175557911976
-33.19,2359.52,0.27,0.32,4.089332020398556,5.286801310586789,2.611539300721366
-25.58,2321.9,0.28,0.62,4.0746519288763645,5.28492812942902,2.731766727719526
-25.61,2333.75,0.26,3.89,4.179757440070231,5.280153395920365,2.8361502037295256
-27.46,2376.14,0.27,0.42,4.3130784050476105,5.2808150914118945,2.7376090033437546
-17.5,2429.5,0.49,0.72,3.4541060373175574,5.308168682598411,0.9516578757114463
-23.58,2405.5,0.35,0.67,3.5610460826040513,5.300814246746624,1.1969481893889715
-26.56,2387.13,0.31,2.17,3.6459719531026598,5.300814246746624,1.3686394258811698
-29.56,2387.13,0.28,2.37,3.7242465979512276,5.300814246746624,1.5810384379124025
-31.58,2567.0,0.21,0.81,3.8522730010223722,5.302060352826871,2.307572634505085
-40.9,2499.0,0.23,0.46,3.883623530906448,5.308168682598411,2.6468837658647226
-50.7,2448.5,0.26,1.07,3.8099902798629945,5.289528860514958,2.5900171341906173
-55.9,2366.83,0.28,1.34,3.6876286722122837,5.289528860514958,2.561867690924129
-57.7,2335.0,0.29,3.1,3.6951100038645723,5.289528860514958,2.5289235352047745
-56.7,2378.71,0.3,3.8,3.749033376933683,5.289528860514958,2.4915511925066687
-54.4,2418.5,0.31,0.67,3.7419461750506287,5.289528860514958,2.4672517145492794
-53.0,2433.5,0.32,1.88,3.8264651170664994,5.289528860514958,2.453587966530573
-50.5,2402.5,0.33,1.83,3.892840186011372,5.27556037942542,2.4203681286504293
-77.0,2334.0,0.33,1.17,3.6876286722122837,5.294560317670324,2.3832429960115
-71.3,2319.0,0.33,0.42,3.6573887870225654,5.294560317670324,2.401525040848949
-67.82,2332.0,0.34,1.22,3.5942940116240685,5.29461050461671,2.4344901638739844
-64.26,2375.74,0.33,1.06,3.6573887870225654,5.29461050461671,2.4672517145492794
-61.98,2397.53,0.33,1.89,3.7386215460087504,5.29586436038697,2.481567748522486
-59.6,2412.0,0.34,1.45,3.797285327957723,5.298317366548036,2.481567748522486
-56.1,2434.0,0.34,2.34,3.881151341761059,5.300814246746624,2.481567748522486
-26.24,2430.5,0.34,0.66,4.55650501400681,5.371800143307841,2.0844290831908747
-24.36,2392.08,0.34,0.56,4.593603549616626,5.422700793838069,1.8809906029559975
-22.08,2394.55,0.36,0.5,4.843399374720342,5.500441550638171,1.763017000362401
-20.59,2398.52,0.38,0.6,4.4779048349422155,5.471724305952417,1.6937790608678513
-19.7,2296.0,0.38,0.59,4.303524406518924,5.543222409643759,1.6272778305624314
-19.7,2301.0,0.39,0.76,4.299459911016919,5.526448459373285,1.6193882432872684
-19.8,2398.52,0.39,1.1,4.295515132725903,5.515523325195493,1.6054298910365616
-19.7,2420.5,0.4,0.56,4.285515734293038,5.634611015794902,1.5282278570085572
-18.91,2346.5,0.41,0.67,4.311067545733388,5.616771097666572,1.4861396960896067
-19.6,2318.5,0.42,0.47,4.3134800921387715,5.654031849391645,1.4398351280479205
-17.1,2344.0,0.45,0.63,4.307303088477945,5.536349530355997,1.0681530811834012
-16.6,2296.0,0.45,1.27,4.30932152420325,5.617679775602789,1.0367368849500223
-16.5,2272.5,0.45,1.11,4.339249605317823,5.506509703409034,1.0152306797290584
-16.6,2345.0,0.44,0.32,4.356708826689592,5.46649773978696,0.9932517730102834
-16.5,2343.5,0.45,1.18,4.354783898280007,5.4116460518550396,1.0043016091968684
-16.7,2330.0,0.46,0.87,4.360547602996758,5.461286194826176,1.0367368849500223
-17.4,2351.49,0.46,0.56,4.410978456623649,5.425962720383707,1.0885619528146082
-18.1,2285.0,0.44,1.66,4.383275854074314,5.465482983452789,1.1908875647772805
-19.7,2242.0,0.46,1.61,4.3294166844015844,5.481055503227208,1.275362800412609
-20.99,2246.5,0.44,0.48,4.323470185213858,5.435728722370997,1.3297240096314962
-18.69,2383.0,0.27,5.79,4.218624962732438,5.298317366548036,2.9590682891823996
-20.2,2352.0,0.28,5.61,4.199004832765533,5.29841736154837,2.9269179575536315
-22.21,2332.0,0.28,5.17,4.096841442420688,5.298767265328402,2.9128939952449864
-24.43,2305.0,0.27,7.72,3.914220588971633,5.299117046718601,2.9590682891823996
-26.35,2295.5,0.27,0.71,3.949318790171843,5.299366815683608,2.982140320034524
-27.88,2332.0,0.28,6.92,4.002229273314295,5.299566585948469,3.0096351787229825
-29.6,2294.5,0.29,0.71,3.822973188594635,5.298317366548036,3.041661205442391
-30.5,2262.0,0.29,7.72,3.786913194385302,5.298317366548036,3.055886196373738
-31.1,2256.5,0.29,0.71,3.7835075831927187,5.298317366548036,3.064791809485486
-31.3,2264.0,0.28,6.25,3.7800903341673204,5.298317366548036,3.0740812399649675
-31.7,2313.0,0.28,4.04,3.864302269216734,5.298317366548036,3.051166980442092
-31.5,2331.5,0.28,7.98,3.942358205224219,5.298317366548036,3.0325462466767075
-31.3,2350.0,0.28,7.72,3.9983841710761894,5.298317366548036,3.0233474405869645
-30.3,2384.5,0.29,1.48,4.106602459617603,5.2934053221870165,2.982140320034524
-29.9,2388.0,0.29,0.82,4.104129862956897,5.2921986855398595,2.968361076757859
-28.99,2395.0,0.29,0.87,4.081934542145419,5.2921986855398595,2.9407479652212314
-27.27,2394.5,0.29,2.82,4.128101659020234,5.2924501882699895,2.89977188240808
-25.25,2390.0,0.28,1.15,4.19010918420648,5.292701627762401,2.8678989020441064
-24.24,2387.5,0.28,0.73,4.214347354616797,5.294058309627653,2.8449093838194073
-23.23,2386.0,0.28,1.77,4.214347354616797,5.294208938503494,2.826721730819709
-22.42,2381.0,0.28,0.73,4.176692303570854,5.295663849082473,2.799717389628034
-22.42,2387.5,0.27,0.73,4.19675071805349,5.297066584646384,2.75429745226753
-21.72,2420.0,0.27,1.77,4.341465022917759,5.297066584646384,2.7265447837383743
-19.8,2446.5,0.28,0.99,4.46900676117522,5.298317366548036,2.6946271807700692
-21.52,2378.0,0.29,2.12,4.355425952876702,5.303205400620812,2.7226103524335397
-22.32,2362.0,0.29,0.55,4.359781025726562,5.298317366548036,2.7644305345383176
-22.32,2378.0,0.29,1.04,4.365643155423357,5.297066584646384,2.7738379416402132
-22.32,2384.0,0.29,0.98,4.375882799913392,5.288620503569173,2.7750856024383683
-22.42,2390.0,0.29,0.99,4.373994462976618,5.287509167831433,2.7656899805486246
-22.63,2396.0,0.3,1.06,4.398391988760146,5.286396595652343,2.756205242989257
-22.42,2380.0,0.32,0.99,4.575020209037208,5.289327074709904,2.7140322727797574
-21.92,2382.0,0.32,0.6,4.694919478131699,5.29209806673412,2.6864860231863696
-24.55,2312.5,0.3,0.99,4.199004832765533,5.2668782977126565,2.783157673589016
-26.94,2285.5,0.28,1.43,4.055257173514054,5.263208189434469,2.935451342669061
-27.33,2277.5,0.28,2.2,4.073631520624559,5.264553736395228,2.963209081848431
-27.32,2283.0,0.28,0.91,4.078892457663179,5.265845826401074,2.963209081848431
-26.6,2306.5,0.29,1.06,4.081934542145419,5.265949121515307,2.8986705607108596
-26.4,2309.5,0.29,0.79,4.099166252501314,5.265949121515307,2.8524391037275145
-26.6,2298.5,0.28,1.06,4.158414223462046,5.263415314538772,2.8015405441895487
-26.1,2317.5,0.27,1.29,4.0943445622221,5.260875071072166,2.7880929087757464
-25.8,2322.0,0.27,0.69,4.079400114836278,5.262120078236149,2.7788192719904172
-24.79,2336.5,0.27,1.29,4.156223299267966,5.2749463802247964,2.731766727719526
