UWI,FM_TOP,DEPTH,GR,SP,CALX,RHOB,DPSS,NPSS,ILD,ILM,SFL,DT,Binned_FZI_PS
100031300505W400,SBRS,1129.4,39.87,-89.51,189.57,2281.80,0.23,0.32,17.15,17.39,26.02,310.78,3
100031300505W400,SBRS,1130.0,39.95,-91.68,192.00,2298.90,0.22,0.33,19.45,17.83,26.77,315.03,1
100031300505W400,SBRS,1130.1,40.25,-92.08,192.24,2293.20,0.22,0.33,19.91,17.83,26.89,316.32,2
100031300505W400,SBRS,1130.3,42.18,-90.59,192.95,2280.60,0.24,0.32,20.74,18.58,26.65,320.26,2
100031300505W400,SBRS,1130.5,46.50,-87.82,193.91,2268.00,0.24,0.32,21.51,19.46,28.02,312.05,1
100031300505W400,SBRS,1130.6,50.25,-86.04,193.90,2261.70,0.24,0.31,22.01,19.91,30.00,301.20,3
100031300505W400,SBRS,1130.7,53.55,-83.17,193.13,2257.40,0.23,0.31,22.41,20.28,32.29,299.50,3
100031300505W400,SBRS,1131.0,63.86,-73.40,195.80,2338.60,0.20,0.31,22.41,21.42,38.40,294.56,3
100031300505W400,SBRS,1131.2,65.64,-69.41,194.06,2395.30,0.18,0.31,22.21,20.84,36.01,293.05,1
100031300505W400,SBRS,1131.3,64.75,-68.91,194.31,2386.20,0.17,0.32,21.91,20.09,31.98,294.53,3
100031300505W400,SBRS,1131.4,63.71,-69.11,194.31,2376.00,0.16,0.32,20.93,19.37,27.39,296.01,2
100031300505W400,SBRS,1131.7,61.34,-73.20,194.06,2345.40,0.17,0.33,18.58,17.51,18.93,304.26,2
100031300505W400,SBRS,1132.0,55.65,-77.30,194.06,2314.80,0.18,0.33,16.80,15.75,16.95,313.91,1
100031300505W400,SBRS,1132.2,56.70,-75.30,192.33,2294.40,0.21,0.32,15.75,14.84,16.72,305.35,4
100031300505W400,SBRS,1132.4,63.42,-67.62,195.30,2308.20,0.21,0.32,15.12,14.31,19.28,293.09,4
100031300505W400,SBRS,1132.6,72.62,-60.50,196.04,2362.80,0.17,0.31,14.98,13.98,23.56,286.59,3
100031300505W400,SBRS,1132.8,80.05,-56.63,197.03,2417.40,0.13,0.31,14.84,13.66,28.93,283.22,3
100031300505W400,SBRS,1133.1,79.31,-52.57,197.28,2499.30,0.11,0.32,13.79,13.54,19.37,279.87,3
100031300505W400,SBRS,1133.3,73.66,-53.37,196.29,2491.10,0.10,0.33,12.81,13.54,14.31,279.23,3
100031300505W400,SBRS,1133.5,64.31,-62.77,196.29,2455.70,0.11,0.33,12.24,13.48,14.57,281.56,3
100031300505W400,SBRS,1133.7,54.00,-74.00,196.29,2420.30,0.14,0.34,12.70,13.48,13.66,287.50,2
100031300505W400,SBRS,1133.9,45.75,-80.69,193.81,2384.90,0.17,0.33,12.70,13.42,10.91,295.29,3
100031300505W400,SBRS,1134.1,45.75,-82.28,193.81,2349.50,0.19,0.33,12.70,13.42,12.58,303.34,4
100031300505W400,SBRS,1134.4,52.35,-83.47,193.29,2225.00,0.20,0.33,12.93,13.66,21.81,314.17,3
100031300505W400,SBRS,1134.6,58.20,-85.05,193.53,2336.70,0.19,0.34,13.05,13.79,23.78,305.33,2
100031300505W400,SWFT,1134.8,62.82,-85.94,192.02,2364.10,0.20,0.35,13.23,13.98,20.84,299.86,2
100031300505W400,SWFT,1135.0,66.09,-83.96,194.00,2376.80,0.19,0.35,13.42,14.18,20.65,296.43,1
100031300505W400,SWFT,1135.2,68.16,-81.49,193.47,2371.60,0.17,0.34,13.41,14.17,21.03,298.84,1
100031300505W400,SWFT,1135.5,80.50,-73.90,192.17,2363.00,0.18,0.33,13.40,14.16,22.31,296.74,1
100031300505W400,SWFT,1135.8,102.62,-64.06,193.36,2404.00,0.14,0.31,13.20,14.09,22.41,286.71,1
100031300505W400,SWFT,1136.1,124.02,-52.97,197.03,2449.60,0.13,0.31,11.98,12.83,18.92,283.18,1
100031300505W400,SWFT,1136.3,135.93,-46.63,197.03,2480.00,0.11,0.33,11.12,11.98,15.09,285.39,1
100031300505W400,SWFT,1136.6,146.82,-39.21,197.03,2484.00,0.11,0.36,10.09,10.82,12.14,293.54,2
100031300505W400,SWFT,1137.0,124.15,-32.67,198.27,2461.20,0.12,0.40,8.84,9.47,9.95,303.77,1
100031300505W400,SWFT,1137.5,91.34,-29.12,198.02,2447.20,0.13,0.47,7.47,8.00,9.91,312.98,2
100122800505W400,SBRS,1049.2,55.86,-19.80,208.91,2306.27,0.22,0.40,3.06,3.14,3.17,,1
100122800505W400,SBRS,1049.4,53.47,-26.50,198.00,2398.41,0.17,0.32,4.36,4.48,9.60,,1
100122800505W400,SBRS,1049.6,52.75,-29.70,193.25,2410.95,0.15,0.25,6.68,6.87,19.13,,1
100122800505W400,SBRS,1049.8,53.17,-32.10,193.25,2419.70,0.14,0.25,10.72,11.02,24.19,,1
100122800505W400,SBRS,1050.0,51.26,-34.20,193.50,2426.27,0.14,0.26,14.41,14.74,23.08,,2
100122800505W400,SBRS,1050.1,50.06,-35.20,193.74,2430.25,0.14,0.25,16.70,16.78,25.30,,3
100122800505W400,SBRS,1050.3,49.70,-36.80,192.71,2452.54,0.12,0.24,20.47,21.33,24.38,,1
100122800505W400,SBRS,1050.5,51.50,-40.10,190.93,2480.60,0.11,0.23,22.34,27.11,27.23,,4
100122800505W400,SBRS,1050.7,48.80,-45.38,189.40,2450.55,0.11,0.22,24.38,34.48,63.46,,3
100122800505W400,SBRS,1050.9,43.06,-51.37,188.63,2421.89,0.13,0.22,26.49,43.42,104.73,,3
100122800505W400,SBRS,1051.1,39.53,-56.24,188.61,2387.46,0.15,0.22,30.42,53.38,119.75,,3
100122800505W400,SBRS,1051.3,40.67,-59.51,189.36,2358.61,0.17,0.22,35.13,58.07,117.01,,3
100122800505W400,SBRS,1051.5,44.68,-61.40,188.86,2334.33,0.19,0.24,40.55,62.29,107.18,,2
100122800505W400,SBRS,1052.0,41.57,-62.50,189.36,2263.09,0.23,0.28,46.91,98.18,163.20,,4
100122800505W400,SBRS,1052.2,36.07,-62.30,189.34,2231.24,0.25,0.29,53.38,121.98,256.50,,3
100122800505W400,SBRS,1052.4,33.55,-62.30,190.31,2250.55,0.25,0.29,61.99,151.57,387.42,,4
100122800505W400,SBRS,1052.6,34.39,-62.10,190.29,2253.93,0.24,0.29,67.75,167.79,420.99,,4
100122800505W400,SBRS,1052.9,34.99,-61.90,189.76,2249.95,0.24,0.28,68.70,141.42,294.52,,3
100122800505W400,SBRS,1053.1,34.93,-61.10,189.50,2250.95,0.24,0.28,67.12,111.21,184.89,,4
100122800505W400,SBRS,1053.3,34.81,-60.70,189.75,2255.52,0.24,0.29,64.66,97.29,134.41,,4
100122800505W400,SBRS,1053.5,33.61,-60.40,190.25,2251.94,0.24,0.29,59.72,89.59,124.83,,3
100122800505W400,SBRS,1053.7,32.54,-59.41,189.00,2236.22,0.25,0.30,54.64,76.75,118.65,,4
100122800505W400,SBRS,1053.9,32.84,-57.82,187.75,2232.24,0.25,0.30,54.14,66.18,96.84,,4
100122800505W400,SBRS,1054.1,32.72,-56.04,187.25,2240.60,0.25,0.31,53.38,71.28,78.88,,2
100122800505W400,SBRS,1054.2,32.12,-54.17,187.50,2240.60,0.25,0.31,52.87,73.92,74.61,,1
100122800505W400,SBRS,1054.3,31.64,-51.99,187.75,2219.10,0.26,0.31,50.00,75.96,74.23,,5
100122800505W400,SBRS,1054.5,32.72,-48.11,188.75,2184.88,0.28,0.30,44.16,66.66,89.59,,3
100122800505W400,SBRS,1054.6,35.23,-46.32,189.25,2204.38,0.27,0.29,38.09,56.11,88.76,,5
100122800505W400,SBRS,1054.8,45.63,-41.46,190.00,2292.54,0.22,0.27,30.60,39.31,60.07,,6
100122800505W400,SWFT,1055.0,57.90,-37.50,191.00,2448.56,0.17,0.26,25.54,26.25,36.46,,2
100122800505W400,SWFT,1055.2,70.22,-33.40,191.97,2500.50,0.09,0.27,21.24,21.83,21.04,,1
100122800505W400,SWFT,1055.5,75.00,-30.20,191.67,2440.00,0.12,0.30,16.33,16.79,14.96,,1
100122800505W400,SWFT,1055.8,72.61,-31.00,191.13,2449.55,0.12,0.33,14.82,15.23,16.78,,2
100122800505W400,SWFT,1056.0,73.80,-30.70,190.85,2460.90,0.12,0.33,13.95,14.34,18.40,,2
100122800505W400,SWFT,1056.3,75.60,-29.11,191.09,2438.41,0.12,0.32,13.44,13.82,17.57,,2
100122800505W400,SWFT,1056.5,77.27,-28.12,192.08,2426.07,0.13,0.31,13.26,13.63,16.55,,3
100122800505W400,SWFT,1056.8,79.96,-27.13,193.32,2406.57,0.14,0.31,13.01,13.38,14.74,,3
100122800505W400,SWFT,1057.0,79.07,-26.63,194.31,2393.63,0.15,0.31,12.89,13.26,14.74,,3
100122800505W400,SWFT,1057.3,82.36,-25.35,194.54,2405.97,0.15,0.31,12.66,13.01,14.41,,3
100122800505W400,SWFT,1057.6,89.41,-24.55,194.03,2400.60,0.15,0.30,12.83,13.20,13.88,,2
100122800505W400,SWFT,1057.8,86.72,-25.05,193.02,2387.07,0.16,0.31,13.07,13.44,14.14,,3
100122800505W400,SWFT,1058.1,79.96,-25.94,190.00,2352.44,0.18,0.33,12.95,13.32,16.47,,3
100122800505W400,SWFT,1058.4,79.49,-25.64,190.50,2335.92,0.18,0.33,12.83,13.20,16.40,,3
100122800505W400,SWFT,1058.7,86.42,-22.18,192.50,2367.76,0.17,0.34,12.60,12.95,14.81,,3
100122800505W400,SWFT,1059.1,88.64,-18.40,195.25,2372.34,0.17,0.35,11.59,11.92,12.14,,2
102061500505W400,SBRS,1078.2,52.28,-25.50,195.50,2408.32,0.15,0.30,5.92,6.87,8.60,,1
102061500505W400,SBRS,1078.9,42.45,-48.08,196.00,2509.50,0.09,0.18,13.33,18.26,45.56,,3
102061500505W400,SBRS,1079.1,41.09,-53.76,196.24,2489.09,0.10,0.19,15.35,23.49,56.28,,1
102061500505W400,SBRS,1079.3,38.83,-58.81,196.44,2440.93,0.12,0.21,17.66,27.08,52.51,,1
102061500505W400,SBRS,1079.7,44.46,-60.30,195.37,2368.67,0.18,0.25,20.78,33.84,48.70,,3
102061500505W400,SBRS,1079.9,45.92,-60.30,194.58,2337.00,0.21,0.25,21.54,35.71,57.10,,4
102061500505W400,SBRS,1080.1,40.70,-60.50,193.33,2305.00,0.23,0.24,22.34,37.52,66.79,,4
102061500505W400,SBRS,1080.3,37.30,-60.20,193.36,2278.50,0.22,0.24,23.07,38.22,76.66,,3
102061500505W400,SBRS,1080.5,36.27,-59.40,194.64,2293.50,0.21,0.25,22.97,36.68,67.02,,6
102061500505W400,SBRS,1080.7,39.27,-58.20,196.68,2318.50,0.20,0.26,22.24,34.25,58.38,,2
102061500505W400,SBRS,1080.9,42.73,-56.30,198.72,2318.50,0.20,0.26,21.63,31.98,51.62,,1
102061500505W400,SWFT,1081.2,48.56,-51.20,198.50,2318.50,0.20,0.27,17.93,23.94,45.56,,3
100122500507W400,LMNV,925.4,74.75,-30.90,209.66,2424.04,0.15,0.17,8.79,8.39,7.78,,2
100122500507W400,SBRS,925.6,62.88,-37.20,209.66,2416.56,0.16,0.21,9.47,9.08,7.96,,1
100122500507W400,SBRS,926.0,27.89,-54.75,209.92,2276.00,0.25,0.27,10.71,10.71,10.57,,3
100122500507W400,SBRS,926.2,24.98,-58.18,209.43,2206.60,0.27,0.25,11.80,11.53,11.80,,6
100122500507W400,SBRS,926.4,41.74,-57.98,209.18,2229.06,0.24,0.22,13.05,12.41,13.11,,6
100122500507W400,SBRS,926.7,47.12,-58.38,208.44,2283.50,0.22,0.19,15.19,13.42,14.24,,5
100122500507W400,SBRS,927.0,41.68,-51.82,207.95,2292.00,0.20,0.13,15.33,13.66,13.42,,6
100122500507W400,SBRS,927.3,47.51,-43.50,207.71,2371.60,0.14,0.09,15.19,14.11,13.66,,6
100122500507W400,SBRS,928.1,51.35,-49.20,207.72,2518.00,0.10,0.16,16.57,15.90,16.27,,4
100122500507W400,SBRS,928.5,32.83,-53.23,207.73,2417.85,0.17,0.21,20.19,17.83,16.19,,3
100122500507W400,SBRS,928.8,22.95,-60.70,207.98,2321.50,0.23,0.26,21.33,20.37,20.94,,2
100122500507W400,SBRS,929.0,19.97,-62.00,208.23,2260.00,0.25,0.26,21.93,21.43,22.75,,2
100122500507W400,SBRS,929.3,19.23,-61.20,206.99,2219.76,0.26,0.22,21.73,20.56,20.75,,4
100122500507W400,SBRS,929.5,19.51,-58.69,206.99,2223.73,0.24,0.18,21.33,19.55,18.41,,4
100122500507W400,SBRS,929.8,22.36,-48.80,207.50,2275.00,0.20,0.14,19.19,18.00,16.34,,4
100122500507W400,SBRS,930.1,30.60,-40.41,208.00,2377.78,0.14,0.11,16.65,16.42,15.75,,1
100122500507W400,SBRS,931.3,26.54,-56.10,208.25,2401.50,0.18,0.17,13.23,12.70,12.93,,2
100122500507W400,SBRS,933.2,30.06,-54.30,208.25,2349.00,0.16,0.12,11.91,11.74,12.30,,1
100043100504W400,LMNV,1186.0,48.96,20.35,203.40,2202.03,0.15,0.30,3.15,3.29,5.73,,1
100043100504W400,LMNV,1186.4,40.35,19.07,200.60,2481.05,0.15,0.27,3.77,4.18,6.53,,2
100043100504W400,LMNV,1186.7,45.75,17.39,200.75,2412.94,0.20,0.30,4.15,4.39,5.51,,1
100043100504W400,LMNV,1187.6,64.24,13.16,211.63,2302.63,0.21,0.35,4.59,4.81,5.62,,1
100043100504W400,SBRS,1188.0,64.62,6.47,201.75,2339.35,0.19,0.33,5.22,5.33,6.13,,1
100043100504W400,SBRS,1188.4,59.52,3.99,205.48,2363.12,0.17,0.31,6.19,6.14,6.75,,1
100043100504W400,SBRS,1188.7,56.07,-0.30,202.45,2368.14,0.17,0.30,6.97,6.86,7.52,,1
100043100504W400,SBRS,1189.1,54.27,-11.51,196.57,2372.32,0.17,0.29,8.47,8.31,9.30,,2
100043100504W400,SBRS,1189.4,53.76,-22.58,195.38,2368.80,0.17,0.29,9.84,9.84,10.76,,1
100043100504W400,SBRS,1189.6,49.75,-26.24,195.59,2363.84,0.18,0.28,10.95,11.08,12.03,,1
100043100504W400,SBRS,1189.9,42.89,-31.93,196.22,2341.70,0.20,0.27,12.62,13.83,14.64,,3
100043100504W400,SBRS,1190.2,36.08,-42.51,197.07,2306.61,0.22,0.27,14.54,17.25,19.70,,6
100043100504W400,SBRS,1190.7,35.42,-34.24,197.90,2282.64,0.22,0.25,15.97,18.70,21.80,,6
100043100504W400,SBRS,1191.4,45.52,-33.05,197.92,2415.68,0.14,0.25,13.35,13.69,13.93,,1
100043100504W400,SBRS,1191.8,52.40,-40.25,198.00,2434.80,0.13,0.26,12.72,13.18,13.16,,2
100043100504W400,SWFT,1192.1,59.70,-33.19,197.71,2359.52,0.15,0.27,13.62,14.07,14.45,,1
100043100504W400,SWFT,1192.4,58.83,-25.58,197.34,2321.90,0.18,0.28,15.36,15.74,17.42,,2
100043100504W400,SWFT,1192.9,65.35,-25.61,196.40,2333.75,0.19,0.26,17.05,17.37,20.80,,4
100043100504W400,SWFT,1193.5,74.67,-27.46,196.53,2376.14,0.17,0.27,15.45,14.45,15.56,,1
100051300505W400,MNVL,1179.2,31.63,-17.50,201.98,2429.50,0.17,0.49,2.59,2.86,2.47,255.50,2
100051300505W400,MNVL,1179.4,35.20,-23.58,200.50,2405.50,0.14,0.35,3.31,3.98,5.09,256.17,2
100051300505W400,SBRS,1179.5,38.32,-26.56,200.50,2387.13,0.16,0.31,3.93,4.59,6.97,258.67,4
100051300505W400,SBRS,1179.6,41.44,-29.56,200.50,2387.13,0.17,0.28,4.86,5.39,9.55,252.84,4
100051300505W400,SBRS,1180.0,47.10,-31.58,200.75,2567.00,0.08,0.21,10.05,9.47,12.72,221.10,2
100051300505W400,SBRS,1181.2,48.60,-40.90,201.98,2499.00,0.08,0.23,14.11,16.41,18.11,248.48,1
100051300505W400,SBRS,1181.6,45.15,-50.70,198.25,2448.50,0.12,0.26,13.33,15.21,19.72,279.88,3
100051300505W400,SBRS,1181.8,39.95,-55.90,198.25,2366.83,0.14,0.28,12.96,14.65,25.30,290.66,3
100051300505W400,SBRS,1182.0,40.25,-57.70,198.25,2335.00,0.18,0.29,12.54,13.98,26.37,293.23,4
100051300505W400,SBRS,1182.3,42.48,-56.70,198.25,2378.71,0.18,0.30,12.08,13.40,21.93,288.54,4
100051300505W400,SBRS,1182.5,42.18,-54.40,198.25,2418.50,0.15,0.31,11.79,12.66,18.11,285.50,2
100051300505W400,SBRS,1182.6,45.90,-53.00,198.25,2433.50,0.14,0.32,11.63,12.42,15.95,286.64,3
100051300505W400,SBRS,1182.9,49.05,-50.50,195.50,2402.50,0.15,0.33,11.25,11.96,12.54,309.82,3
100051300505W400,SBRS,1184.4,39.95,-77.00,199.25,2334.00,0.19,0.33,10.84,11.41,16.18,317.91,3
100051300505W400,SBRS,1184.6,38.76,-71.30,199.25,2319.00,0.21,0.33,11.04,11.52,17.53,324.90,1
100051300505W400,SBRS,1184.8,36.39,-67.82,199.26,2332.00,0.19,0.34,11.41,12.02,18.72,319.72,3
100051300505W400,SWFT,1185.0,38.76,-64.26,199.26,2375.74,0.18,0.33,11.79,12.60,19.26,306.76,3
100051300505W400,SWFT,1185.1,42.04,-61.98,199.51,2397.53,0.18,0.33,11.96,12.90,19.35,300.06,3
100051300505W400,SWFT,1185.2,44.58,-59.60,200.00,2412.00,0.17,0.34,11.96,13.15,20.19,291.87,3
100051300505W400,SWFT,1185.3,48.48,-56.10,200.50,2434.00,0.16,0.34,11.96,13.46,21.43,283.68,4
100051300505W400,SWFT,1186.3,95.25,-26.24,215.25,2430.50,0.11,0.34,8.04,9.04,8.00,303.54,2
100051300505W400,SWFT,1186.9,98.85,-24.36,226.49,2392.08,0.15,0.34,6.56,7.10,7.56,306.63,2
100051300505W400,SWFT,1187.5,126.90,-22.08,244.80,2394.55,0.16,0.36,5.83,6.35,6.81,304.47,2
100051300505W400,SWFT,1188.1,88.05,-20.59,237.87,2398.52,0.15,0.38,5.44,5.94,6.00,324.01,2
100051300505W400,SWFT,1188.6,73.96,-19.70,255.50,2296.00,0.22,0.38,5.09,5.52,5.75,309.58,2
100051300505W400,SWFT,1188.7,73.66,-19.70,251.25,2301.00,0.21,0.39,5.05,5.44,5.86,319.93,2
100051300505W400,SWFT,1188.8,73.37,-19.80,248.52,2398.52,0.18,0.39,4.98,5.36,6.00,323.54,3
100051300505W400,SWFT,1189.2,72.64,-19.70,279.95,2420.50,0.14,0.40,4.61,5.09,5.14,311.67,2
100051300505W400,SWFT,1189.8,74.52,-18.91,275.00,2346.50,0.19,0.41,4.42,4.68,5.29,326.49,2
100051300505W400,SWFT,1190.5,74.70,-19.60,285.44,2318.50,0.21,0.42,4.22,4.51,4.84,323.74,1
100051300505W400,SWFT,1196.6,74.24,-17.10,253.75,2344.00,0.19,0.45,2.91,3.30,4.03,335.82,2
100051300505W400,SWFT,1196.9,74.39,-16.60,275.25,2296.00,0.22,0.45,2.82,3.16,3.31,338.21,3
100051300505W400,SWFT,1197.1,76.65,-16.50,246.29,2272.50,0.24,0.45,2.76,3.03,3.17,344.59,3
100051300505W400,SWFT,1197.4,78.00,-16.60,236.63,2345.00,0.22,0.44,2.70,2.85,2.99,356.44,1
100051300505W400,SWFT,1197.6,77.85,-16.50,224.00,2343.50,0.19,0.45,2.73,2.88,2.90,355.00,3
100051300505W400,SWFT,1197.8,78.30,-16.70,235.40,2330.00,0.20,0.46,2.82,2.93,3.06,349.59,2
100051300505W400,SWFT,1198.1,82.35,-17.40,227.23,2351.49,0.18,0.46,2.97,3.23,3.93,346.46,2
100051300505W400,SWFT,1198.5,80.10,-18.10,236.39,2285.00,0.20,0.44,3.29,3.65,3.50,320.92,3
100051300505W400,SWFT,1198.8,75.90,-19.70,240.10,2242.00,0.25,0.46,3.58,4.00,4.39,289.01,3
100051300505W400,SWFT,1199.0,75.45,-20.99,229.46,2246.50,0.24,0.44,3.78,4.25,5.31,283.50,1
100052700505W400,SBRS,1113.9,67.94,-18.69,200.00,2383.00,0.16,0.27,19.28,19.91,20.19,,5
100052700505W400,SBRS,1114.1,66.62,-20.20,200.02,2352.00,0.19,0.28,18.67,19.28,19.82,,5
100052700505W400,SBRS,1114.4,60.15,-22.21,200.09,2332.00,0.19,0.28,18.41,19.02,19.46,,5
100052700505W400,SBRS,1114.7,50.11,-24.43,200.16,2305.00,0.21,0.27,19.28,19.91,20.56,,6
100052700505W400,SBRS,1114.9,51.90,-26.35,200.21,2295.50,0.21,0.27,19.73,20.37,19.91,,2
100052700505W400,SBRS,1115.2,54.72,-27.88,200.25,2332.00,0.19,0.28,20.28,20.94,19.91,,6
100052700505W400,SBRS,1115.6,45.74,-29.60,200.00,2294.50,0.22,0.29,20.94,21.73,22.97,,2
100052700505W400,SBRS,1115.8,44.12,-30.50,200.00,2262.00,0.23,0.29,21.24,22.13,23.28,,6
100052700505W400,SBRS,1115.9,43.97,-31.10,200.00,2256.50,0.24,0.29,21.43,22.24,23.50,,2
100052700505W400,SBRS,1116.0,43.82,-31.30,200.00,2264.00,0.24,0.28,21.63,22.34,23.72,,6
100052700505W400,SBRS,1116.2,47.67,-31.70,200.00,2313.00,0.22,0.28,21.14,22.75,23.94,,5
100052700505W400,SBRS,1116.3,51.54,-31.50,200.00,2331.50,0.21,0.28,20.75,22.65,23.61,,6
100052700505W400,SBRS,1116.4,54.51,-31.30,200.00,2350.00,0.19,0.28,20.56,21.93,22.65,,6
100052700505W400,SWFT,1116.7,60.74,-30.30,199.02,2384.50,0.16,0.29,19.73,19.91,20.28,,3
100052700505W400,SWFT,1116.8,60.59,-29.90,198.78,2388.00,0.16,0.29,19.46,19.28,19.73,,2
100052700505W400,SWFT,1117.0,59.26,-28.99,198.78,2395.00,0.16,0.29,18.93,18.67,19.37,,2
100052700505W400,SWFT,1117.3,62.06,-27.27,198.83,2394.50,0.15,0.29,18.17,17.92,18.59,,4
100052700505W400,SWFT,1117.5,66.03,-25.25,198.88,2390.00,0.16,0.28,17.60,16.89,17.20,,3
100052700505W400,SWFT,1117.6,67.65,-24.24,199.15,2387.50,0.16,0.28,17.20,16.51,16.89,,2
100052700505W400,SWFT,1117.7,67.65,-23.23,199.18,2386.00,0.16,0.28,16.89,16.21,16.66,,3
100052700505W400,SWFT,1117.9,65.15,-22.42,199.47,2381.00,0.16,0.28,16.44,15.56,16.14,,2
100052700505W400,SWFT,1118.2,66.47,-22.42,199.75,2387.50,0.17,0.27,15.71,14.87,15.64,,2
100052700505W400,SWFT,1118.4,76.82,-21.72,199.75,2420.00,0.15,0.27,15.28,14.40,15.35,,3
100052700505W400,SWFT,1118.6,87.27,-19.80,200.00,2446.50,0.12,0.28,14.80,14.01,14.40,,2
100052700505W400,SWFT,1119.2,77.90,-21.52,200.98,2378.00,0.17,0.29,15.22,14.47,15.08,,4
100052700505W400,SWFT,1119.5,78.24,-22.32,200.00,2362.00,0.17,0.29,15.87,15.16,15.73,,2
100052700505W400,SWFT,1119.6,78.70,-22.32,199.75,2378.00,0.16,0.29,16.02,15.45,15.81,,3
100052700505W400,SWFT,1120.2,79.51,-22.32,198.07,2384.00,0.16,0.29,16.04,15.04,15.61,,2
100052700505W400,SWFT,1120.3,79.36,-22.42,197.85,2390.00,0.16,0.29,15.89,14.90,15.53,,2
100052700505W400,SWFT,1120.4,81.32,-22.63,197.63,2396.00,0.16,0.30,15.74,14.76,15.25,,3
100052700505W400,SWFT,1120.8,97.03,-22.42,198.21,2380.00,0.16,0.32,15.09,14.15,14.61,,2
100052700505W400,SWFT,1121.1,109.39,-21.92,198.76,2382.00,0.17,0.32,14.68,13.95,14.21,,2
100052700505W400,SWFT,1122.0,66.62,-24.55,193.81,2312.50,0.21,0.30,16.17,15.16,15.95,,2
100052700505W400,SWFT,1122.5,57.70,-26.94,193.10,2285.50,0.22,0.28,18.83,18.32,18.66,,3
100052700505W400,SWFT,1122.7,58.77,-27.33,193.36,2277.50,0.23,0.28,19.36,18.49,18.92,,4
100052700505W400,SWFT,1122.8,59.08,-27.32,193.61,2283.00,0.22,0.28,19.36,17.65,18.75,,2
100052700505W400,SWFT,1123.1,59.26,-26.60,193.63,2306.50,0.21,0.29,18.15,16.94,17.49,,3
100052700505W400,SWFT,1123.3,60.29,-26.40,193.63,2309.50,0.21,0.29,17.33,16.25,16.63,,2
100052700505W400,SWFT,1123.6,63.97,-26.60,193.14,2298.50,0.21,0.28,16.47,16.02,16.40,,3
100052700505W400,SWFT,1123.9,60.00,-26.10,192.65,2317.50,0.20,0.27,16.25,15.44,15.80,,3
100052700505W400,SWFT,1124.0,59.11,-25.80,192.89,2322.00,0.20,0.27,16.10,15.09,15.51,,2
100052700505W400,SWFT,1124.2,63.83,-24.79,195.38,2336.50,0.19,0.27,15.36,14.14,14.53,,3
