UWI,FM_TOP,DEPTH,GR,SP,CALX,RHOB,DPSS,NPSS,ILD,ILM,SFL,DT,FZI_CALC
100042700505W400,SBRS,1068.80,38.91,-78.56,200.63,2277.32,0.23,0.23,27.25,24.15,31.27,309.09,0.27
100042700505W400,SBRS,1069.00,37.87,-76.75,200.48,2295.20,0.22,0.23,24.54,21.99,28.36,305.65,0.26
100042700505W400,SBRS,1069.10,38.91,-76.05,200.44,2301.52,0.21,0.23,23.53,21.32,27.86,303.74,1.76
100042700505W400,SBRS,1069.20,40.11,-75.32,200.37,2309.40,0.21,0.23,22.61,20.64,27.52,301.82,3.79
100042700505W400,SBRS,1069.40,43.25,-73.30,200.23,2330.36,0.19,0.23,20.87,19.25,26.67,298.37,1.15
100042700505W400,SBRS,1069.60,46.41,-70.02,200.13,2350.52,0.18,0.23,19.40,18.02,24.37,295.16,1.39
100042700505W400,SBRS,1069.80,51.66,-68.46,200.16,2343.16,0.19,0.23,19.01,17.88,22.95,292.44,2.08
100042700505W400,SBRS,1070.00,58.36,-68.70,200.25,2311.50,0.21,0.24,19.01,18.31,23.41,290.22,3.51
100042700505W400,SBRS,1070.10,61.04,-69.42,200.29,2303.90,0.21,0.24,19.10,18.51,24.20,291.54,2.94
100042700505W400,SBRS,1070.20,61.19,-70.21,200.32,2298.10,0.21,0.24,19.19,18.75,25.01,292.86,1.64
100042700505W400,SBRS,1070.40,55.84,-71.86,200.33,2288.02,0.22,0.24,19.51,19.33,26.23,297.18,1.52
100042700505W400,SBRS,1070.50,51.83,-72.99,200.33,2278.50,0.23,0.24,19.95,19.91,26.66,299.01,1.31
100042700505W400,SBRS,1070.60,47.23,-73.35,200.31,2272.90,0.23,0.24,20.24,20.19,26.74,300.83,2.17
100042700505W400,SBRS,1071.40,36.45,-72.96,200.16,2277.00,0.23,0.22,20.72,19.60,27.14,309.09,2.21
100042700505W400,SBRS,1071.60,38.10,-70.02,200.20,2307.96,0.21,0.22,20.34,18.56,25.23,306.97,2.76
100042700505W400,SBRS,1071.80,42.00,-66.74,200.27,2320.38,0.20,0.22,20.17,18.43,23.18,303.30,1.88
100042700505W400,SBRS,1072.10,48.27,-63.91,200.38,2301.60,0.21,0.23,19.53,19.21,23.39,295.94,0.79
100042700505W400,SBRS,1072.40,49.90,-67.28,200.32,2292.78,0.22,0.23,18.99,19.34,26.94,299.38,0.80
100042700505W400,SWFT,1073.40,60.89,-60.80,200.54,2377.94,0.16,0.22,15.05,14.27,19.78,293.52,0.64
100042700505W400,SWFT,1073.70,68.02,-57.72,200.66,2381.06,0.16,0.22,13.77,13.25,18.98,293.85,1.66
100042700505W400,SWFT,1073.90,70.40,-56.24,200.77,2378.28,0.16,0.22,13.48,13.13,18.19,294.11,1.17
100042700505W400,SWFT,1074.30,89.41,-55.63,200.79,2360.38,0.18,0.22,13.00,12.89,19.20,293.35,1.13
100042700505W400,SWFT,1074.60,85.40,-54.97,200.85,2357.00,0.18,0.23,12.18,11.99,18.82,295.06,1.31
100042700505W400,SWFT,1075.10,77.38,-49.54,200.81,2378.76,0.16,0.24,10.72,10.58,15.65,301.89,1.13
100042700505W400,SWFT,1075.50,82.13,-47.68,200.78,2391.50,0.16,0.25,9.71,9.46,15.05,307.57,1.68
100042700505W400,SWFT,1075.70,82.72,-46.70,200.77,2398.94,0.15,0.24,9.45,9.22,14.36,310.42,0.76
100042700505W400,SWFT,1076.40,80.79,-48.08,201.11,2375.04,0.17,0.24,8.69,8.92,14.29,315.97,0.64
100042700505W400,SWFT,1076.60,78.27,-49.47,201.15,2360.72,0.18,0.23,8.38,8.57,14.72,315.46,0.57
100042700505W400,SWFT,1077.20,84.21,-45.77,201.22,2344.36,0.19,0.24,8.00,7.98,12.41,318.33,0.72
100042700505W400,SWFT,1077.70,93.75,-45.62,201.30,2346.26,0.18,0.25,7.71,7.90,12.93,319.73,0.62
100042700505W400,SWFT,1078.50,88.96,-45.22,201.25,2347.20,0.18,0.26,8.02,8.14,12.97,319.31,0.65
100042700505W400,SWFT,1078.80,88.96,-44.25,201.23,2362.78,0.17,0.25,8.12,8.35,12.79,315.90,0.57
100042700505W400,SWFT,1079.30,85.40,-43.63,201.29,2392.82,0.16,0.25,8.18,8.40,13.75,308.08,0.54
100042700505W400,SWFT,1082.20,94.50,-43.19,202.49,2331.98,0.19,0.25,7.23,7.74,11.24,331.70,4.32
100042700505W400,SWFT,1082.30,91.80,-44.48,202.60,2330.54,0.19,0.25,7.64,8.26,11.98,330.05,6.40
100042700505W400,SWFT,1082.60,83.17,-52.14,202.84,2323.86,0.20,0.25,9.82,10.41,17.87,322.90,1.17
100042700505W400,SWFT,1082.80,72.18,-55.38,202.92,2327.28,0.20,0.25,10.70,10.69,20.01,318.17,3.44
100042700505W400,SWFT,1082.90,66.68,-56.37,203.04,2332.40,0.19,0.25,11.02,10.51,19.72,316.57,4.73
100042700505W400,SWFT,1083.10,59.85,-55.61,203.44,2348.56,0.18,0.24,11.13,9.56,16.11,315.28,4.77
100042700505W400,SWFT,1083.30,61.04,-52.18,203.75,2358.42,0.18,0.24,10.52,8.80,13.50,317.02,5.91
100042700505W400,SWFT,1084.00,84.36,-42.15,203.75,2368.00,0.17,0.26,6.16,6.52,10.89,325.99,0.61
100042700505W400,SWFT,1084.50,90.60,-39.32,203.70,2425.80,0.14,0.29,2.57,2.84,9.82,326.36,9.98
100040100505W400,SWFT,1069.60,74.10,-10.20,187.62,2510.40,0.09,0.31,12.07,12.70,12.47,,0.17
100040100505W400,SWFT,1071.10,73.95,-12.60,189.11,2559.41,0.06,0.32,14.08,14.47,16.78,,0.49
100040100505W400,SWFT,1071.70,76.50,-16.80,189.60,2520.79,0.09,0.36,14.01,14.54,14.68,,0.52
100040100505W400,SWFT,1072.00,66.00,-21.39,188.12,2476.14,0.11,0.37,13.76,14.41,14.41,,0.43
100040100505W400,SWFT,1072.90,54.00,-23.86,186.88,2489.05,0.09,0.30,15.73,16.17,17.74,,1.72
100040100505W400,SWFT,1074.50,79.05,-18.20,186.44,2468.03,0.11,0.31,12.71,13.25,14.26,,0.63
100040100505W400,SWFT,1074.70,79.65,-16.40,187.21,2473.52,0.11,0.31,12.08,12.70,12.88,,0.69
100040100505W400,SWFT,1075.00,82.65,-18.80,186.75,2469.50,0.10,0.33,11.96,12.76,12.70,,1.41
100040100505W400,SWFT,1075.30,81.45,-23.07,186.50,2433.66,0.12,0.35,12.75,13.34,13.78,,0.47
100040100505W400,SWFT,1075.80,73.20,-25.15,186.50,2406.44,0.15,0.32,13.70,13.96,17.66,,0.16
100040100505W400,SWFT,1076.00,75.90,-23.37,186.75,2409.90,0.15,0.32,13.57,13.82,16.02,,1.52
100040100505W400,SWFT,1076.50,96.90,-18.60,184.75,2391.06,0.15,0.33,12.14,12.54,14.14,,0.30
100040100505W400,SWFT,1076.90,171.09,-10.70,185.75,2390.06,0.16,0.34,10.52,11.23,10.92,,1.50
100022700505W400,SBRS,1090.40,42.14,37.15,205.43,2376.42,0.17,0.23,27.11,29.32,27.74,,1.90
100022700505W400,SBRS,1090.70,38.81,37.12,205.62,2345.66,0.18,0.23,30.97,33.78,33.02,,1.31
100022700505W400,SBRS,1091.10,39.85,35.60,205.56,2303.00,0.21,0.24,26.98,28.00,37.52,,3.44
100022700505W400,SBRS,1091.30,48.90,33.30,205.81,2314.00,0.20,0.24,24.38,23.28,37.87,,4.44
100022700505W400,SBRS,1091.80,55.50,18.10,205.56,2355.56,0.18,0.25,21.63,17.68,15.01,,0.27
100022700505W400,SBRS,1092.10,46.65,17.40,205.30,2391.39,0.15,0.21,23.28,23.17,18.17,,0.14
100022700505W400,SBRS,1092.30,49.20,15.90,205.04,2429.37,0.13,0.18,24.92,28.22,32.68,,2.82
100022700505W400,SBRS,1093.00,59.85,8.10,204.50,2500.52,0.09,0.13,17.13,17.29,53.79,,0.19
100022700505W400,SBRS,1093.20,60.30,13.00,204.50,2461.62,0.11,0.19,15.42,12.62,20.85,,1.03
100022700505W400,SBRS,1093.50,64.80,21.52,204.25,2436.00,0.13,0.25,13.64,12.50,11.31,,0.09
100022700505W400,SBRS,1093.80,58.05,20.91,204.25,2453.54,0.12,0.24,13.03,12.91,17.68,,1.51
100022700505W400,SBRS,1094.00,45.90,21.52,204.25,2473.23,0.11,0.21,14.60,14.60,41.52,,1.04
100022700505W400,SBRS,1094.30,40.88,28.66,204.20,2478.21,0.10,0.20,20.63,22.83,22.01,,1.49
100022700505W400,SBRS,1094.50,40.26,31.95,204.16,2451.01,0.12,0.20,26.19,27.55,21.49,,0.71
100022700505W400,SBRS,1094.80,39.32,31.63,204.09,2432.00,0.13,0.18,35.80,36.30,45.89,,2.12
100022700505W400,SBRS,1095.10,31.19,32.70,204.04,2405.97,0.16,0.19,46.70,41.47,57.52,,0.89
100022700505W400,SBRS,1095.40,32.36,34.00,204.31,2317.00,0.20,0.24,60.75,43.77,42.58,,2.46
100022700505W400,SBRS,1095.70,30.50,35.00,204.32,2249.50,0.24,0.25,56.61,44.76,37.57,,6.19
100022700505W400,SBRS,1096.10,31.51,34.60,204.59,2203.54,0.27,0.27,41.90,37.01,40.94,,2.16
100022700505W400,SWFT,1096.40,42.98,36.56,204.85,2299.50,0.21,0.25,31.55,25.77,29.59,,0.92
100022700505W400,SWFT,1096.70,56.60,39.34,205.10,2420.00,0.14,0.25,25.18,21.33,17.60,,1.52
100022700505W400,SWFT,1097.00,52.21,40.21,205.36,2387.00,0.16,0.26,20.00,18.42,18.17,,7.90
100022700505W400,SWFT,1097.20,45.00,40.81,205.39,2351.93,0.18,0.28,17.13,16.44,18.68,,3.39
100022700505W400,SWFT,1097.50,48.90,42.51,205.70,2371.87,0.16,0.28,15.56,15.28,17.76,,1.53
100022700505W400,SWFT,1097.80,56.40,41.80,205.26,2411.00,0.14,0.28,15.01,14.60,16.36,,1.34
100022700505W400,SWFT,1098.10,60.30,40.50,205.05,2420.50,0.14,0.27,14.74,13.95,15.85,,2.30
100022700505W400,SWFT,1098.40,59.25,40.80,206.06,2395.96,0.15,0.28,14.80,14.01,15.71,,0.91
100022700505W400,SWFT,1098.70,55.77,40.20,205.81,2373.74,0.17,0.30,15.07,14.53,16.29,,1.86
100022700505W400,SWFT,1099.00,55.91,43.60,204.80,2359.09,0.18,0.28,15.42,15.07,16.51,,1.72
100022700505W400,SWFT,1099.30,57.09,47.69,205.35,2367.63,0.17,0.27,15.69,15.62,18.24,,2.19
100022700505W400,SWFT,1099.60,60.07,48.59,205.41,2403.24,0.15,0.25,15.96,15.52,16.70,,0.97
100022700505W400,SWFT,1099.90,60.02,48.29,205.72,2402.09,0.15,0.28,16.08,15.22,16.01,,1.54
100022700505W400,SWFT,1100.10,60.30,48.49,205.75,2394.00,0.15,0.26,15.92,14.94,16.97,,0.98
100022700505W400,SWFT,1100.30,63.18,48.79,206.02,2383.96,0.16,0.26,15.64,14.74,16.36,,0.92
100022700505W400,SWFT,1100.70,66.82,48.99,206.04,2361.24,0.18,0.28,15.14,14.60,16.22,,1.71
100022700505W400,SWFT,1100.90,76.78,50.00,206.05,2371.25,0.17,0.28,15.14,14.60,15.78,,3.14
100022700505W400,SWFT,1101.30,95.61,50.67,206.06,2359.09,0.18,0.26,15.01,14.80,16.90,,0.78
100041100505W400,LMNV,1095.90,60.14,-37.45,249.94,1958.70,0.42,0.40,5.48,5.69,5.23,305.47,0.52
100041100505W400,SBRS,1096.40,51.44,-41.90,296.55,2220.10,0.26,0.32,6.57,7.32,7.36,265.70,0.41
100041100505W400,SBRS,1096.70,50.96,-48.19,227.99,2344.45,0.19,0.26,7.91,8.86,9.40,261.76,0.60
100041100505W400,SBRS,1097.40,47.33,-57.98,201.50,2571.50,0.05,0.20,12.07,13.89,18.73,220.87,0.55
100041100505W400,SBRS,1097.60,47.98,-59.97,200.58,2636.70,0.01,0.20,14.26,16.08,27.81,225.32,0.49
100041100505W400,SBRS,1097.80,48.63,-65.46,200.48,2558.70,0.06,0.22,16.51,19.35,32.86,241.40,0.82
100041100505W400,SBRS,1098.20,51.75,-73.79,201.70,2414.60,0.14,0.25,18.43,20.83,22.48,265.81,0.55
100041100505W400,SBRS,1098.40,49.82,-74.73,202.70,2390.40,0.16,0.25,19.15,20.37,20.73,272.66,1.13
100041100505W400,SBRS,1098.60,44.87,-73.61,203.53,2334.70,0.19,0.27,18.77,20.37,19.65,275.83,7.08
100041100505W400,SBRS,1098.80,47.09,-67.71,203.23,2307.90,0.21,0.26,16.98,19.40,25.18,274.61,2.24
100041100505W400,SWFT,1099.40,93.59,-49.44,200.45,2499.40,0.09,0.27,14.28,15.19,20.85,287.44,0.34
100041100505W400,SWFT,1099.90,101.66,-42.28,203.73,2414.80,0.14,0.34,11.97,12.78,15.35,277.92,0.60
100041100505W400,SWFT,1100.40,100.20,-47.58,204.45,2398.90,0.15,0.32,12.22,12.65,16.18,300.78,0.72
100041100505W400,SWFT,1101.20,127.00,-45.30,201.90,2415.90,0.14,0.33,7.90,7.96,13.41,315.00,0.52
100041100505W400,SWFT,1102.40,137.63,-34.74,224.63,2344.80,0.19,0.34,4.51,4.66,4.57,322.13,2.55
100142200505W400,MNVL,1091.30,54.45,-6.95,234.50,2166.21,0.29,0.53,1.39,1.53,1.82,396.36,1.28
100142200505W400,SBRS,1092.30,54.05,-12.42,228.00,2475.12,0.18,0.37,2.99,3.31,2.47,259.01,1.22
100142200505W400,SBRS,1092.60,55.50,-15.50,228.13,2504.71,0.12,0.28,4.11,4.79,4.69,264.31,1.44
100142200505W400,SBRS,1093.00,68.75,-21.46,230.13,2485.37,0.09,0.26,10.87,10.64,13.61,267.17,0.88
100142200505W400,SBRS,1093.30,60.39,-23.46,229.75,2466.94,0.09,0.29,14.52,13.77,15.70,269.32,1.63
100142200505W400,SBRS,1093.60,57.71,-25.21,229.75,2459.20,0.11,0.30,15.26,15.13,15.99,271.31,2.55
100142200505W400,SBRS,1093.90,63.04,-26.60,228.94,2461.83,0.12,0.29,15.07,15.79,16.32,272.54,1.54
100142200505W400,SBRS,1094.10,67.52,-28.61,228.56,2473.24,0.12,0.30,15.27,16.28,16.85,273.37,1.19
100142200505W400,SBRS,1094.60,67.13,-32.25,226.25,2457.83,0.10,0.29,15.37,16.23,17.74,277.06,2.15
100142200505W400,SBRS,1095.20,64.62,-37.75,229.00,2422.21,0.12,0.30,16.17,16.93,17.99,285.89,1.67
100142200505W400,SBRS,1095.70,66.71,-39.50,227.88,2410.39,0.15,0.30,17.84,18.26,21.31,291.65,2.28
100142200505W400,SBRS,1095.90,71.31,-39.00,227.88,2402.38,0.15,0.30,18.43,18.59,21.73,293.32,3.60
100142200505W400,SBRS,1096.20,62.93,-38.00,228.50,2378.55,0.15,0.30,19.07,19.31,21.47,295.83,4.08
100142200505W400,SBRS,1096.50,54.20,-37.85,228.56,2370.68,0.16,0.30,19.90,19.27,21.93,297.69,2.30
100142200505W400,SBRS,1096.70,52.91,-38.74,227.63,2363.01,0.16,0.29,20.10,19.79,22.13,298.85,2.22
100142200505W400,SBRS,1097.00,54.87,-40.00,226.50,2350.77,0.17,0.29,20.54,20.22,23.35,300.60,1.98
100142200505W400,SBRS,1097.30,55.26,-41.90,226.25,2351.91,0.18,0.31,20.26,20.10,23.34,302.34,2.32
100142200505W400,SBRS,1097.40,55.19,-42.79,226.25,2353.19,0.18,0.32,20.13,19.95,22.59,302.93,4.80
100142200505W400,SBRS,1097.70,52.48,-44.29,226.94,2350.95,0.18,0.30,20.10,19.53,21.70,304.74,1.81
100142200505W400,SBRS,1098.00,46.50,-46.07,227.00,2323.77,0.18,0.30,20.09,19.08,19.24,306.52,1.90
100142200505W400,SBRS,1098.20,44.21,-45.32,227.00,2310.01,0.20,0.32,20.09,19.71,19.67,304.47,3.74
100142200505W400,SBRS,1098.40,41.34,-44.57,226.88,2318.88,0.21,0.32,19.73,20.33,20.89,302.41,1.66
100142200505W400,SBRS,1098.70,39.80,-42.95,221.56,2338.65,0.20,0.31,19.65,20.16,24.09,302.31,7.26
100142200505W400,SBRS,1099.30,42.38,-42.81,225.94,2342.35,0.18,0.31,19.07,18.94,20.05,303.00,5.60
100142200505W400,SBRS,1099.50,41.96,-43.04,224.94,2336.36,0.18,0.32,18.95,19.21,19.63,303.15,2.57
100142200505W400,SBRS,1099.70,41.82,-42.68,225.25,2339.35,0.19,0.32,19.12,19.72,20.87,302.07,2.17
100142200505W400,SBRS,1099.80,41.43,-42.32,225.25,2345.73,0.20,0.32,19.35,20.06,21.61,300.96,1.59
100142200505W400,SBRS,1099.90,42.31,-40.57,224.63,2353.95,0.20,0.32,19.24,21.02,24.04,299.85,2.25
100142200505W400,SBRS,1100.00,43.19,-38.82,224.00,2362.16,0.19,0.32,19.14,21.99,26.46,298.75,3.37
100142200505W400,SBRS,1100.10,43.22,-38.20,223.50,2369.44,0.19,0.32,19.07,21.59,27.25,297.41,3.86
100142200505W400,SBRS,1100.30,46.16,-36.82,225.13,2382.41,0.18,0.30,19.19,20.55,26.88,294.49,6.23
100142200505W400,SBRS,1100.50,54.11,-34.43,227.75,2384.71,0.17,0.32,18.87,19.32,21.70,291.35,2.85
100142200505W400,SBRS,1101.30,64.98,-24.77,229.19,2556.31,0.13,0.33,13.51,14.85,16.77,309.54,2.08
100082700505W400,LMNV,1098.10,51.41,-66.38,212.10,2395.59,0.15,0.26,17.33,18.31,20.95,255.30,1.06
100082700505W400,LMNV,1098.30,56.15,-64.86,212.10,2394.97,0.16,0.26,16.09,16.79,18.41,254.73,1.22
100082700505W400,LMNV,1098.40,56.96,-63.72,212.10,2402.66,0.17,0.26,15.38,16.18,17.28,253.20,1.07
100082700505W400,LMNV,1098.60,58.98,-56.72,212.10,2425.57,0.14,0.27,13.57,13.82,17.86,250.14,0.96
100082700505W400,LMNV,1098.90,60.96,-51.02,212.10,2436.55,0.13,0.28,13.15,12.82,14.35,259.68,1.95
100082700505W400,LMNV,1099.90,52.80,-53.00,212.10,2420.78,0.13,0.25,14.31,14.51,19.79,260.70,1.06
100082700505W400,LMNV,1100.20,54.23,-61.76,212.10,2401.46,0.15,0.28,14.40,13.79,17.09,270.08,1.37
100082700505W400,LMNV,1100.50,62.09,-71.13,212.10,2401.80,0.15,0.27,15.02,13.49,14.39,262.34,1.03
100082700505W400,SBRS,1101.30,46.22,-71.57,212.10,2268.86,0.23,0.26,27.44,26.44,30.56,256.40,5.02
100082700505W400,SBRS,1101.70,32.00,-65.09,212.10,2302.03,0.22,0.26,42.69,40.93,78.44,280.71,2.36
100082700505W400,SBRS,1102.00,32.84,-63.57,212.10,2343.44,0.18,0.25,58.86,46.93,70.96,291.19,2.47
100082700505W400,SBRS,1102.30,33.90,-63.11,212.10,2253.50,0.19,0.25,67.96,49.58,62.77,285.89,4.68
100082700505W400,SBRS,1102.60,31.70,-62.72,212.10,2158.70,0.25,0.28,77.52,62.32,68.71,288.00,6.63
100082700505W400,SBRS,1102.80,32.31,-62.47,212.10,2136.24,0.28,0.31,78.17,71.23,82.99,306.86,5.51
100082700505W400,SBRS,1103.60,32.01,-61.44,212.10,2302.97,0.23,0.27,59.30,51.27,77.88,302.46,3.34
100082700505W400,SBRS,1104.20,28.64,-58.79,212.10,2241.43,0.19,0.25,45.86,38.60,45.61,274.25,1.83
100082700505W400,SBRS,1104.40,27.77,-57.69,212.10,2214.80,0.24,0.29,50.84,47.10,92.60,288.54,6.58
100082700505W400,SBRS,1104.60,26.43,-57.19,212.10,2205.29,0.27,0.30,55.09,53.44,142.37,294.15,2.65
100082700505W400,SBRS,1104.90,21.80,-55.33,212.10,2177.72,0.28,0.30,83.54,69.97,145.91,300.19,7.03
100082700505W400,SBRS,1105.10,20.88,-53.94,212.10,2159.81,0.30,0.31,103.91,83.43,110.38,309.39,8.44
100082700505W400,SBRS,1105.20,23.81,-53.44,212.10,2153.88,0.31,0.32,107.21,87.30,112.37,314.52,8.60
100082700505W400,SBRS,1105.40,31.25,-52.91,212.10,2202.46,0.31,0.30,84.85,90.00,96.88,315.65,13.69
100082700505W400,SBRS,1105.50,35.78,-52.55,212.10,2232.84,0.29,0.30,75.20,80.81,89.94,309.55,7.39
100082700505W400,SWFT,1105.90,56.87,-47.71,212.10,2432.82,0.10,0.30,36.46,32.94,40.09,277.95,2.75
100082700505W400,SWFT,1106.20,69.02,-44.47,212.10,2449.24,0.09,0.30,27.15,23.43,25.72,271.62,1.88
100082700505W400,SWFT,1106.40,65.75,-38.69,212.10,2434.48,0.11,0.30,19.71,17.07,16.73,275.83,2.99
100082700505W400,SWFT,1106.60,64.91,-37.94,212.10,2438.59,0.13,0.29,17.66,15.64,14.74,280.04,2.32
100082700505W400,SWFT,1106.80,65.87,-38.94,212.10,2442.70,0.13,0.29,16.08,14.68,14.85,281.40,2.51
100082700505W400,SWFT,1107.10,69.24,-36.97,212.10,2440.33,0.12,0.30,14.24,13.36,15.05,280.31,2.68
100082700505W400,SWFT,1107.40,63.86,-36.00,212.10,2428.63,0.12,0.28,14.22,13.06,14.07,281.16,2.18
100082700505W400,SWFT,1107.60,64.52,-35.75,212.10,2420.83,0.13,0.30,14.07,13.32,13.85,278.10,2.03
100082700505W400,SWFT,1107.80,66.90,-35.75,212.10,2415.10,0.14,0.30,14.28,13.48,13.95,281.66,1.79
100082700505W400,SWFT,1108.10,71.31,-35.50,213.11,2404.29,0.14,0.30,14.65,13.81,14.69,281.99,1.87
100082700505W400,SWFT,1108.30,70.80,-35.40,214.13,2384.54,0.15,0.30,15.26,14.34,15.03,283.28,1.79
100082700505W400,SWFT,1108.60,60.26,-36.04,214.13,2356.37,0.17,0.30,16.35,15.45,15.63,286.95,3.92
100082700505W400,SWFT,1108.80,55.01,-36.82,214.13,2343.97,0.18,0.28,17.16,16.14,17.86,285.01,1.50
100082700505W400,SWFT,1109.10,51.44,-36.70,214.13,2329.52,0.18,0.30,18.39,17.63,19.95,290.18,2.80
100082700505W400,SWFT,1109.30,50.52,-36.42,214.13,2332.05,0.19,0.30,18.65,18.16,19.83,290.82,3.18
100082700505W400,SWFT,1109.60,54.22,-35.82,214.13,2335.53,0.19,0.29,19.14,17.76,20.83,291.53,3.37
100082700505W400,SWFT,1110.00,51.35,-34.82,214.13,2322.47,0.18,0.30,18.72,17.53,17.71,297.23,2.25
100082700505W400,SWFT,1110.20,53.29,-35.50,216.13,2317.80,0.20,0.29,18.32,17.60,18.48,295.28,3.21
100082700505W400,SWFT,1110.40,55.74,-35.50,216.13,2316.86,0.19,0.30,18.44,17.23,20.00,297.12,3.29
100082700505W400,SWFT,1110.70,56.75,-34.25,216.13,2324.63,0.20,0.30,17.84,17.28,18.93,301.15,3.86
100082700505W400,SWFT,1110.90,59.87,-33.75,216.13,2333.50,0.20,0.30,17.49,16.91,18.89,300.86,2.30
100082700505W400,SWFT,1111.20,80.43,-33.50,216.13,2345.72,0.20,0.30,16.91,16.14,18.63,295.67,1.80
100082700505W400,SWFT,1111.40,88.37,-32.75,216.13,2349.43,0.19,0.30,16.93,15.68,17.37,290.06,2.58
100082700505W400,SWFT,1111.70,84.38,-32.35,216.13,2341.47,0.18,0.30,16.45,15.92,16.09,291.46,3.62
100082700505W400,SWFT,1111.90,68.06,-32.46,216.13,2336.70,0.19,0.29,16.18,15.85,18.07,292.61,2.97
100082700505W400,SWFT,1112.10,68.43,-31.81,216.13,2333.08,0.19,0.28,15.54,15.40,18.46,293.58,2.29
100082700505W400,SWFT,1112.30,69.24,-30.55,216.13,2330.40,0.19,0.28,14.93,14.66,16.97,295.51,2.57
100082700505W400,SWFT,1113.10,80.06,-23.84,216.13,2331.52,0.19,0.32,11.99,11.31,10.94,304.64,2.09
100082700505W400,SWFT,1113.70,72.99,-25.35,216.13,2322.21,0.20,0.34,11.10,10.79,11.44,308.99,1.82
100082700505W400,SWFT,1114.00,68.28,-25.30,216.13,2333.35,0.19,0.32,10.70,10.69,12.83,306.34,2.06
100082700505W400,SWFT,1114.20,71.31,-23.82,216.13,2337.60,0.18,0.34,10.16,10.32,12.87,313.92,3.34
100031300505W400,SBRS,1127.10,59.11,-65.94,198.02,2439.10,0.13,0.31,10.42,11.26,11.73,278.96,0.45
100031300505W400,SBRS,1127.40,57.03,-70.70,195.55,2433.10,0.13,0.30,10.76,11.47,12.91,277.25,0.36
100031300505W400,SBRS,1127.70,51.98,-73.60,198.76,2427.10,0.14,0.29,11.06,11.89,15.56,277.78,0.37
100031300505W400,SBRS,1128.00,45.30,-82.08,198.27,2421.10,0.14,0.29,11.41,12.39,16.74,285.57,7.67
100031300505W400,SBRS,1128.20,42.00,-84.26,196.29,2377.90,0.17,0.30,12.11,12.79,14.40,295.11,1.29
100031300505W400,SBRS,1128.40,40.50,-84.95,194.55,2329.90,0.21,0.32,12.91,13.64,15.85,304.31,1.17
100031300505W400,SBRS,1128.70,38.25,-85.94,193.56,2265.40,0.23,0.32,14.14,14.94,22.75,311.18,2.11
100031300505W400,SBRS,1128.90,38.25,-86.73,193.07,2283.60,0.22,0.32,15.07,15.92,26.86,309.68,4.97
100031300505W400,SBRS,1129.20,40.48,-88.42,191.57,2292.60,0.23,0.32,16.45,17.06,26.99,308.41,2.34
100031300505W400,SBRS,1129.40,39.87,-89.51,189.57,2281.80,0.23,0.32,17.15,17.39,26.02,310.78,1.35
